aX,aY,aZ,gX,gY,gZ,target
-4022,9449,8851,-414,372,1278,3
-3689,7838,8142,-536,339,750,3
-3509,6699,8142,-439,336,340,3
-3621,6720,8129,-290,363,-5,3
-3783,6583,7953,-181,350,-371,3
-3099,5820,8106,-152,260,-696,3
-3099,5820,8106,-152,260,-696,3
-2551,4786,8042,-136,158,-903,3
-2445,3525,8392,-69,83,-981,3
-2248,2493,8766,75,62,-1004,3
-1976,1734,9317,235,75,-964,3
-2315,1700,9668,328,80,-871,3
-2379,1830,10210,293,46,-788,3
-2535,1972,10523,169,48,-707,3
-2751,2172,10290,34,100,-649,3
-2914,2210,9824,-119,113,-605,3
-2914,2210,9824,-119,113,-605,3
-3090,2111,9369,-225,61,-574,3
-3353,2149,9480,-213,20,-566,3
-3443,2335,9457,-98,51,-589,3
-3567,2737,9226,4,82,-642,3
-3720,3242,9007,29,39,-731,3
-3850,3580,9036,-1,-37,-860,3
-3299,3513,9171,0,-60,-1028,3
-3383,3186,9361,21,-32,-1164,3
-3318,3152,9306,59,3,-1274,3
-3318,3152,9306,59,3,-1274,3
-3321,3190,9475,72,28,-1387,3
-3364,3232,9857,84,103,-1497,3
-3607,3509,10076,131,237,-1619,3
-3789,3876,9797,94,340,-1773,3
-4054,4419,9479,15,350,-1978,3
-4024,4545,9129,-124,320,-2239,3
-3590,4243,8705,-310,270,-2510,3
-3409,3123,8294,-426,226,-2731,3
-2407,2001,7960,-488,153,-2830,3
-2407,2001,7960,-488,48,-2784,3
-2184,632,7783,-456,48,-2784,3
-2072,-480,7980,-368,-65,-2621,3
-2025,-1195,8212,-264,-148,-2384,3
-2449,-1435,8543,-185,-211,-2116,3
-2965,-1211,9042,-95,-232,-1905,3
-3434,-561,9427,-23,-211,-1770,3
-3787,138,9658,40,-158,-1737,3
-3988,881,9925,94,-101,-1800,3
-4252,1475,9598,116,-41,-1954,3
-4252,1475,9598,95,-16,-2161,3
-3976,1467,9324,95,-16,-2161,3
-3463,764,9281,2,-49,-2321,3
-2998,-147,9255,-112,-76,-2373,3
-2618,-933,9016,-199,-80,-2314,3
-2641,-1406,8835,-273,-118,-2168,3
-2653,-1709,8955,-322,-197,-1973,3
-2896,-1348,9497,-318,-224,-1788,3
-3437,-643,9750,-262,-165,-1685,3
-3733,-46,9577,-191,-72,-1706,3
-3733,-46,9577,-127,-3,-1809,3
-3565,-122,8853,-80,3,-1923,3
-3565,-122,8853,-80,3,-1923,3
-3235,-701,8519,-37,-43,-1983,3
-3072,-1278,8636,6,-127,-1980,3
-2867,-1695,8914,62,-172,-1916,3
-2858,-1904,9032,108,-177,-1811,3
-3019,-2054,9365,119,-175,-1695,3
-2940,-2333,9501,91,-163,-1574,3
-2730,-2496,9637,61,-142,-1415,3
-3536,-1680,9318,14,37,-8,3
-3554,-1688,9288,20,32,11,3
-3603,-1678,9320,23,36,29,3
-3615,-1609,9263,20,34,41,3
-3611,-1694,9200,1,28,54,3
-3552,-1765,9104,-15,15,73,3
-3509,-1811,9068,-19,9,89,3
-3509,-1811,9068,-10,6,111,3
-3540,-1828,8988,-10,6,111,3
-3467,-1814,8981,-6,-1,129,3
-3427,-1905,8981,-7,-15,164,3
-3424,-1968,9019,-18,-37,214,3
-3235,-2110,9058,-36,-53,277,3
-3122,-2329,9233,-41,-62,365,3
-3067,-2549,9268,-48,-72,497,3
-2921,-2986,9428,-65,-100,664,3
-2488,-4132,9725,-86,-103,929,3
-2417,-4804,9675,-64,-70,1300,3
-2417,-4804,9675,-64,-70,1300,3
-2141,-5212,9580,-29,-43,1733,3
-1872,-5157,9574,-12,-45,2200,3
-1755,-4936,9902,-36,-54,2652,3
-1215,-4651,9711,-86,-21,3116,3
-1069,-4706,9757,-134,-38,3575,3
-278,-4540,9620,-136,-47,4080,3
-468,-4319,9294,-30,-26,4572,3
-593,-4036,8941,136,-6,4993,3
-698,-3187,8545,313,-75,5313,3
-698,-3187,8545,313,-75,5313,3
204,-2261,8432,459,-149,5530,3
746,-1010,7817,518,-165,5726,3
-71,71,7451,417,-313,5879,3
-46,573,8274,301,-605,5960,3
-21,1003,9939,313,-742,6027,3
-221,1974,9944,354,-621,6056,3
-301,3420,9438,339,-505,5937,3
-1567,4645,9792,259,-503,5689,3
-1868,6185,10459,249,-459,5310,3
-1868,6185,10459,249,-459,5310,3
-2793,7817,11206,310,-274,4806,3
-2331,9683,11857,378,36,4218,3
-3714,11885,10600,241,375,3590,3
-5620,13070,9150,-116,414,2798,3
-5240,12368,8800,-412,301,1890,3
-4575,10869,8128,-474,304,1047,3
-4006,9537,7446,-346,339,370,3
-3844,8673,7205,-178,293,-218,3
-3200,7470,7306,-53,199,-710,3
-3200,7470,7306,-53,199,-710,3
-2700,6276,7785,25,93,-1078,3
-2549,5075,8700,89,-4,-1315,3
-1976,3973,9466,130,-29,-1464,3
-2164,3188,9957,191,1,-1517,3
-2402,2941,10582,254,99,-1514,3
-2774,3075,10669,266,249,-1521,3
-2930,3341,10248,201,337,-1567,3
-2993,3206,10155,103,330,-1633,3
-3229,3369,10174,63,317,-1694,3
-3229,3369,10174,63,317,-1694,3
-3237,3255,9812,68,368,-1782,3
-3205,2743,9176,76,407,-1877,3
-3857,2182,8750,139,359,-1949,3
-2951,1846,8886,162,262,-1976,3
-2572,1396,8895,113,165,-1932,3
-2621,1098,8799,47,89,-1813,3
-2938,1301,8666,-21,9,-1673,3
-3468,1487,8593,-95,-82,-1609,3
-3497,1676,8761,-141,-163,-1603,3
-3497,1676,8761,-141,-163,-1603,3
-3213,1651,9005,-131,-171,-1621,3
-3391,1445,9178,-75,-108,-1628,3
-3455,1581,9117,6,-15,-1632,3
-3621,1696,9139,59,54,-1667,3
-3477,1441,9050,72,108,-1718,3
-3498,1257,8866,55,135,-1745,3
-3486,1160,8616,13,110,-1762,3
-3460,1107,8590,-33,57,-1766,3
-3651,1147,8646,-64,9,-1767,3
-3651,1147,8646,-85,-23,-1774,3
-3617,1075,8453,-85,-23,-1774,3
-3759,967,8475,-94,-86,-1783,3
-3719,1013,8657,-92,-153,-1784,3
-3731,1129,8835,-101,-194,-1809,3
-3942,1312,8790,-116,-216,-1852,3
-3951,1363,8828,-117,-242,-1953,3
-3537,878,9087,-111,-256,-2051,3
-3512,547,9193,-34,-216,-2095,3
-3233,83,9212,83,-145,-2111,3
-3233,83,9212,175,-102,-2066,3
-3353,-374,9193,175,-102,-2066,3
-3395,-416,9069,208,-96,-2016,3
-3254,-777,9163,163,-124,-1952,3
-3001,-1007,9373,77,-169,-1841,3
-3041,-1213,9416,-26,-191,-1706,3
-3251,-1118,9574,-103,-188,-1567,3
-3400,-1076,9613,-150,-177,-1462,3
-3498,-983,9690,-159,-155,-1390,3
-3755,-425,9603,-128,-116,-1356,3
-3755,-425,9564,-108,-99,-1397,3
-3985,-27,9564,-108,-99,-1397,3
-3872,-105,9403,-95,-75,-1483,3
-3306,-634,9171,-77,-52,-1544,3
-3141,-1316,9116,-38,-35,-1514,3
-3194,-1545,8952,16,-49,-1411,3
-3615,-1324,9535,2,-18,-87,3
-3574,-1472,9544,0,-4,-79,3
-3572,-1536,9483,3,12,-58,3
-3562,-1482,9381,9,28,-35,3
-3562,-1482,9381,9,28,-35,3
-3643,-1369,9334,6,36,-20,3
-3653,-1306,9364,3,36,-12,3
-3742,-1164,9383,1,45,-23,3
-3769,-1142,9209,0,56,-47,3
-3732,-1211,9107,-4,46,-70,3
-3672,-1384,9074,-7,26,-79,3
-3615,-1526,9127,-11,7,-71,3
-3580,-1570,9138,-13,-5,-50,3
-3556,-1648,9181,-14,-9,-21,3
-3556,-1648,9181,-14,-9,-21,3
-3565,-1649,9145,-9,-9,4,3
-3571,-1688,9119,-6,-12,29,3
-3504,-1783,9133,-15,-28,61,3
-3462,-1822,9174,-18,-29,106,3
-3479,-1763,9196,-3,-14,161,3
-3488,-1678,9139,15,4,210,3
-3527,-1661,9058,31,7,257,3
-3544,-1719,8964,24,-21,306,3
-3469,-2053,8968,6,-67,372,3
-3469,-2053,8968,3,-94,496,3
-3195,-3104,8967,3,-94,496,3
-2163,-4874,9268,37,-97,781,3
-1176,-6233,9699,57,-106,1365,3
-110,-7676,9942,30,-120,2205,3
404,-8289,10278,-9,-165,3148,3
247,-7323,10248,119,-74,4039,3
289,-6507,10018,216,69,4770,3
175,-5335,9745,325,109,5365,3
751,-3601,9550,445,116,5800,3
751,-3601,9550,445,116,6049,3
147,-1954,8848,598,161,6049,3
-447,-221,8628,660,131,6131,3
-824,1773,8580,481,-13,6057,3
-1393,3468,8494,108,-211,5830,3
-1745,4163,8578,-256,-425,5519,3
-2177,4158,9261,-437,-549,5218,3
-2091,4516,9297,-337,-483,4928,3
-2465,5027,9436,-26,-279,4608,3
-2868,6312,9586,246,-83,4238,3
-2868,6312,9586,338,7,3790,3
-3580,7488,9725,338,7,3790,3
-4045,8301,9584,293,58,3260,3
-4481,8685,9512,207,88,2676,3
-4747,8726,9381,100,104,2067,3
-4463,8245,9343,-1,113,1478,3
-4917,7496,8903,-81,142,960,3
-4405,6916,8852,-86,146,488,3
-4104,6025,8690,-69,188,64,3
-3821,5395,8640,-14,250,-292,3
-3821,5395,8640,37,256,-544,3
-3540,4563,8630,76,229,-723,3
-3241,3934,8702,76,229,-723,3
-3104,3242,8981,111,206,-840,3
-3115,3117,9282,132,194,-910,3
-3071,3032,9588,125,204,-957,3
-2963,3004,9611,69,216,-987,3
-3125,3203,9485,-12,205,-1007,3
-3678,3406,9075,-99,155,-1058,3
-3693,3588,9050,-160,79,-1156,3
-3698,3588,9058,-177,43,-1274,3
-3698,3588,9058,-177,43,-1274,3
-3582,3729,9089,-160,26,-1389,3
-3790,3909,9244,-103,18,-1513,3
-3509,3856,9492,-25,75,-1647,3
-3531,3428,9531,40,171,-1784,3
-3292,2902,9337,69,240,-1893,3
-3133,2404,9220,36,226,-1951,3
-3226,2098,9169,-42,147,-1970,3
-3797,2389,9176,-108,17,-2306,3
-3683,1941,8907,-108,17,-2306,3
-3310,1274,8421,-9,50,-2395,3
-3157,525,8352,83,23,-2420,3
-2994,81,8400,116,-35,-2367,3
-2938,-124,8528,85,-109,-2276,3
-3109,-148,8888,22,-181,-2178,3
-3609,16,9323,2,-153,-2125,3
-3609,16,9323,2,-153,-2125,3
-3340,90,9363,-68,-107,-2081,3
-3570,25,9023,-130,-119,-2048,3
-3342,-131,9055,-158,-119,-2036,3
-3376,-314,8811,-155,-118,-2020,3
-3215,-608,8904,-123,-143,-1989,3
-3351,-699,9038,-40,-133,-1943,3
-3370,-689,9006,68,-95,-1905,3
-3421,-672,8910,149,-79,-1875,3
-3436,-715,8969,182,-105,-1839,3
-3436,-715,8969,177,-139,-1791,3
-3359,-891,9024,177,-139,-1791,3
-3226,-1148,9157,154,-155,-1728,3
-3259,-1328,9329,131,-152,-1645,3
-3339,-1100,9440,109,-129,-1568,3
-3568,-985,9585,50,-114,-1526,3
-3540,-912,9619,-30,-98,-1510,3
-3528,-1071,9550,-106,-75,-1508,3
-3461,-1198,9431,-167,-58,-1494,3
-3355,-1347,9351,-206,-53,-1457,3
-3355,-1347,9351,-206,-53,-1457,3
-3232,-1661,9253,-221,-44,-1397,3
-3077,-2084,9073,-207,-31,-1305,3
-3789,-1286,9217,7,9,-15,3
-3700,-1342,9133,20,19,-21,3
-3698,-1418,9109,28,19,-18,3
-3687,-1503,9170,28,4,-7,3
-3662,-1598,9219,13,-8,9,3
-3631,-1631,9328,-11,-18,29,3
-3591,-1731,9306,-25,-21,59,3
-3617,-1743,9290,-24,-17,92,3
-3621,-1664,9195,-16,-14,123,3
-3541,-1686,9131,-7,-16,148,3
-3541,-1686,9131,-7,-16,148,3
-3367,-1946,9125,-1,-18,189,3
-3375,-2117,9280,5,-20,262,3
-3318,-2007,9316,7,-18,360,3
-3120,-1832,9486,-31,-31,459,3
-3322,-2065,9361,-113,-50,588,3
-3060,-2319,9286,-161,-78,770,3
-2706,-3008,8983,-167,-84,1016,3
-2450,-3804,9160,-172,-103,1362,3
-1415,-5233,8721,-81,-146,1795,3
-1415,-5233,8721,-81,-146,1795,3
-1144,-6781,9220,138,-96,2339,3
-524,-7450,9460,419,17,3106,3
-72,-7153,9687,764,149,3935,3
-509,-6198,9683,1015,296,4648,3
-629,-4673,9617,978,288,5178,3
-443,-3189,10240,735,150,5517,3
-323,-1838,10662,366,59,5714,3
-665,-413,10797,23,37,5780,3
-829,658,10766,-199,92,5736,3
-829,658,10766,-199,92,5654,3
-1240,1396,10362,-270,198,5654,3
-1083,2092,9404,-218,310,5551,3
-1189,3024,8410,-128,357,5425,3
-1040,3838,7423,-105,314,5263,3
-1780,4482,7249,-87,183,5070,3
-2701,5706,7439,-26,42,4792,3
-3303,7098,7891,61,-35,4368,3
-3833,8239,8347,147,-51,3864,3
-4146,9148,8571,241,-18,3303,3
-4146,9148,8571,292,86,2718,3
-4607,10001,8812,292,86,2718,3
-4327,9973,8610,219,165,2087,3
-4771,9312,8483,113,160,1499,3
-4331,8831,8812,54,158,963,3
-4174,7950,8894,4,218,478,3
-3866,7066,8857,-17,271,56,3
-3616,6421,8755,-23,290,-306,3
-3077,5632,8561,-28,276,-560,3
-2835,4953,8565,-25,226,-718,3
-2835,4953,8565,-34,149,-811,3
-2743,4273,8543,-34,149,-811,3
-2770,3799,8645,-26,67,-863,3
-2707,3268,8718,-1,0,-888,3
-2915,3507,9005,54,-22,-907,3
-3243,3814,8919,116,-40,-907,3
-3704,4558,9090,164,-82,-957,3
-3973,4925,9220,207,-98,-1100,3
-3796,5081,9154,216,-96,-1294,3
-3041,3538,9208,32,-107,-1795,3
-3041,3538,9208,32,-107,-1795,3
-3047,3339,9265,-23,-117,-1842,3
-3131,3158,9408,-73,-110,-1889,3
-3151,3046,9328,-117,-101,-1929,3
-3286,2836,9381,-152,-98,-1965,3
-3135,2627,9253,-172,-84,-2006,3
-3221,1941,9247,-177,-54,-2045,3
-3223,1563,9075,-153,-26,-2048,3
-3223,1563,9075,-153,-26,-2048,3
-3409,1414,8788,-123,-18,-2034,3
-3589,1375,8639,-93,-38,-2020,3
-3655,1426,8610,-72,-80,-2025,3
-3590,1533,8566,-58,-117,-2039,3
-3428,1458,8573,-25,-136,-2067,3
-3187,964,8573,41,-135,-2075,3
-3013,217,8761,129,-122,-2023,3
-3067,-46,8833,196,-120,-1905,3
-3342,22,8963,191,-149,-1783,3
-3342,22,8963,191,-149,-1783,3
-3559,256,9172,122,-202,-1685,3
-3800,575,9199,35,-246,-1621,3
-3932,969,9341,-47,-271,-1627,3
-4124,1243,9437,-111,-279,-1676,3
-4080,1488,9324,-107,-241,-1770,3
-3943,1148,9175,-62,-172,-1896,3
-3614,594,9090,-1,-120,-1977,3
-3412,52,8853,45,-103,-1985,3
-3256,-281,8799,71,-122,-1933,3
-3256,-281,8799,71,-122,-1933,3
-3266,-381,8965,70,-155,-1853,3
-3326,-460,9169,61,-167,-1755,3
-3444,-295,9366,52,-151,-1665,3
-3716,99,9378,35,-132,-1612,3
-3891,311,9424,4,-122,-1614,3
-3798,413,9519,-24,-125,-1663,3
-3623,305,9689,-50,-92,-1714,3
-3626,120,9571,-77,-40,-1753,3
-3389,-318,9424,-91,9,-1760,3
-3389,-318,9424,-91,9,-1760,3
-3565,-632,9232,-102,18,-1748,3
-3528,-788,8979,-116,-10,-1712,3
-3358,-1162,8937,-139,-66,-1650,3
-3396,-1226,8987,-141,-106,-1560,3
-3787,-893,8950,-134,-133,-1487,3
-3634,-1319,9195,-4,-43,3,3
-3718,-1312,9158,-2,-50,6,3
-3681,-1272,9203,0,-51,7,3
-3772,-1195,9293,4,-48,-1,3
-3811,-1179,9329,4,-43,-20,3
-3779,-1263,9413,0,-45,-45,3
-3670,-1420,9462,-4,-47,-60,3
-3670,-1420,9462,-4,-47,-60,3
-3680,-1556,9523,-6,-37,-56,3
-3645,-1640,9570,0,-12,-39,3
-3652,-1631,9505,7,9,-10,3
-3674,-1622,9404,35,28,13,3
-3657,-1527,9346,39,29,31,3
-3759,-1491,9381,9,13,38,3
-3669,-1639,9358,-25,4,39,3
-3616,-1712,9300,-41,4,54,3
-3602,-1829,9249,-33,10,76,3
-3602,-1829,9249,-33,7,107,3
-3554,-1996,9238,-27,7,107,3
-3475,-2081,9290,-17,-1,151,3
-3372,-2255,9413,-23,-10,204,3
-3207,-2602,9564,-28,4,283,3
-2865,-3460,9711,-32,40,437,3
-2275,-5051,10112,-20,91,729,3
-798,-6262,10675,-11,200,1246,3
-652,-6981,8951,-125,212,4181,3
-652,-6981,8951,-125,212,4181,3
28,-6393,9090,-120,63,4784,3
732,-5901,9695,-10,54,5313,3
836,-4747,9751,142,188,5833,3
1027,-3375,8906,251,274,6260,3
1188,-2120,8343,262,208,6572,3
713,-392,8127,158,51,6760,3
412,1050,8354,-62,-167,6775,3
412,1050,8354,-183,-341,6671,3
-163,2122,8621,-183,-341,6671,3
-667,3535,8568,-135,-379,6474,3
-1306,5085,8694,-3,-321,6153,3
-2362,7552,8853,53,-305,5739,3
-3653,10089,9412,55,-294,5165,3
-4839,12336,9710,141,-130,4429,3
-5544,13980,9119,218,138,3536,3
-5972,14165,8106,103,268,2550,3
-5535,12760,7527,-156,145,1569,3
-4382,10357,7895,-355,-22,750,3
-4382,10357,7895,-355,-22,750,3
-2634,5693,8128,-110,104,-522,3
-2346,4851,8597,72,135,-732,3
-2350,4386,9050,202,156,-842,3
-2793,4360,9332,297,178,-908,3
-3188,4508,9576,324,197,-999,3
-3452,4447,9603,262,177,-1118,3
-3525,4405,9766,144,109,-1243,3
-3525,4405,9766,144,109,-1243,3
-3711,4493,9810,37,55,-1370,3
-3665,4169,9873,-14,46,-1513,3
-3588,3390,9902,-3,82,-1632,3
-3294,2841,9655,17,120,-1698,3
-3303,2385,9390,-3,91,-1704,3
-3353,2109,9293,-46,15,-1694,3
-3347,1867,9139,-94,-50,-1664,3
-3381,1727,9059,-104,-88,-1618,3
-3211,1607,8801,-79,-117,-1573,3
-3211,1607,8801,-79,-117,-1573,3
-3342,1259,8910,-18,-152,-1528,3
-3347,1310,9153,75,-146,-1469,3
-3828,1972,9659,199,-111,-1434,3
-4339,3198,9785,285,122,-1596,3
-4202,3203,9328,174,169,-1784,3
-3830,2551,8964,5,142,-1960,3
-3544,1564,8798,-108,107,-2061,3
-3220,829,8395,-163,98,-2069,3
-3220,829,8395,-163,98,-2069,3
-3162,271,7965,-168,60,-2010,3
-3141,-15,7774,-128,-27,-1897,3
-3304,129,7849,-50,-120,-1766,3
-3725,641,7972,66,-177,-1682,3
-4092,1159,8080,175,-213,-1685,3
-4088,1328,8245,232,-263,-1749,3
-3973,1219,8604,224,-334,-1820,3
-3786,933,8987,193,-356,-1882,3
-3589,466,9328,158,-317,-1921,3
-3589,466,9328,158,-317,-1921,3
-3446,301,9535,73,-273,-1916,3
-3582,211,9524,-35,-266,-1886,3
-3603,40,9523,-138,-271,-1860,3
-3427,-284,9408,-203,-262,-1828,3
-3243,-569,9177,-221,-251,-1761,3
-3302,-861,9194,-181,-244,-1676,3
-3303,-979,9280,-76,-210,-1576,3
-3547,-845,9343,63,-149,-1483,3
-3621,-769,9223,196,-101,-1424,3
-3621,-769,9223,196,-101,-1389,3
-3743,-430,9249,302,-75,-1389,3
-3929,-111,9169,336,-78,-1398,3
-3903,80,9263,283,-120,-1439,3
-3984,29,9332,171,-169,-1496,3
-3531,-195,9549,47,-182,-1546,3
-3239,-762,9751,-64,-150,-1539,3
-3114,-1265,9659,-123,-92,-1450,3
-3119,-1598,9543,-147,-40,-1312,3
-3175,-1739,9406,-149,-10,-1158,3
-3175,-1739,9406,-123,13,-1000,3
-3241,-1694,9439,-123,13,-1000,3
-3726,-1246,9221,23,21,1,3
-3798,-1226,9290,20,9,-1,3
-3756,-1265,9209,15,9,-1,3
-3779,-1283,9190,12,8,1,3
-3680,-1363,9281,-11,-6,9,3
-3694,-1479,9287,-27,-12,24,3
-3655,-1494,9276,-26,-10,40,3
-3655,-1494,9276,-17,-1,57,3
-3676,-1487,9340,-17,-1,57,3
-3662,-1502,9237,-12,8,72,3
-3656,-1502,9147,-6,15,85,3
-3597,-1607,9150,-6,9,100,3
-3596,-1700,9170,-8,8,125,3
-3603,-1951,9342,-3,10,160,3
-3632,-2283,9353,30,43,211,3
-3022,-2852,9743,87,102,306,3
-3016,-3571,9753,138,178,500,3
-3016,-3571,9600,178,215,819,3
-2432,-4845,9600,178,215,819,3
-1715,-5438,9510,176,228,1301,3
-1654,-5418,9209,131,233,1871,3
-1710,-5178,9061,56,191,2460,3
-1812,-4619,8827,-16,120,2924,3
-1555,-4593,9002,-79,27,3320,3
-958,-4484,9110,-59,-12,3738,3
-662,-4347,9002,73,35,4166,3
-690,-3844,8596,241,71,4621,3
-910,-3054,8427,387,-24,5034,3
-910,-3054,8427,387,-24,5303,3
-522,-1799,8715,497,-142,5303,3
-708,-534,9365,507,-208,5450,3
-698,672,9554,399,-213,5514,3
-1133,1890,9436,229,-221,5479,3
-1189,2554,9351,67,-260,5376,3
-1184,2914,9440,3,-288,5279,3
-1619,3711,9628,10,-223,5142,3
-1779,4838,9744,1,-108,4909,3
-2544,5318,10120,-60,-27,4596,3
-2544,5318,10120,-60,-27,4596,3
-3049,6212,10502,-59,67,4243,3
-3631,7369,10516,10,246,3812,3
-4151,8618,10024,23,436,3316,3
-4585,9635,9215,-8,552,2765,3
-4621,9839,8340,-145,543,2149,3
-4353,9288,7765,-249,420,1578,3
-4191,8559,7738,-222,335,1090,3
-4047,7891,7732,-106,317,643,3
-3863,7381,7767,-3,290,237,3
-3863,7381,7767,-3,290,237,3
-3659,7123,8061,59,255,-145,3
-3297,6671,8116,58,218,-466,3
-3261,5862,8246,62,175,-718,3
-2943,5018,8450,113,161,-899,3
-2924,4354,8666,172,141,-1005,3
-2927,3777,8724,215,98,-1071,3
-2974,3272,9074,229,43,-1111,3
-3083,2975,9341,221,2,-1121,3
-3208,2788,9564,184,-26,-1125,3
-3208,2788,9564,184,-26,-1125,3
-3154,2533,9529,94,-66,-1113,3
-3198,2100,9560,94,-66,-1113,3
-3288,2021,9611,91,-62,-1072,3
-3437,1948,9487,89,-54,-1028,3
-3589,1978,9364,88,-51,-989,3
-3613,2189,9306,85,-43,-959,3
-3927,2726,9199,77,-26,-958,3
-4016,3121,9177,68,-21,-1016,3
-4127,3276,9206,62,12,-1115,3
-4127,3276,9206,62,46,-1230,3
-3980,3244,9138,62,46,-1230,3
-3945,3162,9158,41,70,-1339,3
-3860,2825,8896,10,81,-1430,3
-3736,2535,8708,-15,67,-1494,3
-3682,2341,8606,-43,28,-1526,3
-3672,2207,8563,-76,-9,-1549,3
-3708,2181,8575,-111,-43,-1561,3
-3524,2011,8243,-159,-78,-1562,3
-3845,1761,8544,-129,-113,-1582,3
-3845,1761,8544,-129,-85,-1597,3
-3931,1825,8736,-29,-85,-1597,3
-3942,1983,8724,83,-22,-1634,3
-4386,2483,8779,175,-1,-1692,3
-4557,2805,8896,204,-17,-1819,3
-4338,2657,8767,162,-44,-1989,3
-3842,2319,8563,59,-116,-2122,3
-3318,1184,8510,-84,-215,-2169,3
-3046,131,8835,-153,-293,-2103,3
-2903,-593,8798,-151,-302,-1941,3
-2903,-593,8798,-111,-295,-1733,3
-3089,-898,8861,-111,-295,-1733,3
-3339,-813,8928,-56,-293,-1531,3
-3605,-440,9055,-5,-282,-1368,3
-3936,-17,9081,52,-271,-1276,3
-4067,247,8975,88,-276,-1249,3
-4285,516,9005,148,-282,-1277,3
-3937,394,9023,219,-254,-1329,3
-3905,313,9314,272,-222,-1351,3
-3872,423,9540,274,-194,-1359,3
-3872,423,9540,209,-165,-1366,3
-3863,391,9712,96,-127,-1364,3
-3732,436,9706,96,-127,-1364,3
-3713,360,9513,-50,-98,-1353,3
-3649,192,9209,-182,-122,-1324,3
-3706,-70,9052,-251,-157,-1284,3
-3791,-1196,9267,12,1,-19,3
-3702,-1231,9189,21,12,-10,3
-3702,-1231,9189,23,6,4,3
-3676,-1210,9150,23,6,4,3
-3781,-1209,9260,23,-17,21,3
-3745,-1210,9403,20,-37,32,3
-3726,-1214,9512,25,-31,42,3
-3714,-1198,9534,23,-12,54,3
-3726,-1215,9552,6,-5,67,3
-3728,-1252,9486,-10,2,80,3
-3649,-1263,9352,-20,19,99,3
-3671,-1287,9164,-20,28,121,3
-3671,-1287,9164,-15,19,138,3
-3638,-1384,9134,-15,19,138,3
-3632,-1438,9156,-6,11,164,3
-3585,-1385,9215,2,10,208,3
-3614,-1372,9156,-4,2,256,3
-3564,-1304,9005,-32,-14,307,3
-3552,-1311,8859,-69,-53,364,3
-3187,-1713,9032,-121,-108,448,3
-2158,-2932,9713,-171,-125,645,3
-1907,-4176,10287,-196,-26,1026,3
-1907,-4176,10998,-317,72,1516,3
-1208,-4515,10998,-317,72,1516,3
-1841,-5261,9981,-394,179,2078,3
-1674,-5263,9756,-424,232,2580,3
-2094,-5033,9072,-434,166,3040,3
-2279,-4156,8723,-406,0,3412,3
-2019,-3844,8871,-271,-133,3669,3
-1532,-3619,9298,-19,-130,3915,3
-1432,-2968,9120,240,-56,4190,3
-1927,-1891,8934,463,-26,4418,3
-1724,-818,8756,569,-46,4527,3
-1724,-818,8756,569,-46,4527,3
-1530,-373,8884,512,-105,4588,3
-1270,248,8705,353,-160,4669,3
-1239,608,8690,120,-253,4736,3
-1210,659,8880,-50,-355,4804,3
-1171,1068,9219,-32,-362,4850,3
-1256,1881,9075,79,-250,4839,3
-2074,3195,8971,117,-230,4736,3
-2481,4578,9302,36,-328,4507,3
-3322,5496,9913,-83,-375,4146,3
-3322,5496,9913,-83,-375,4146,3
-3546,6406,10305,-139,-312,3690,3
-3809,7040,10260,-113,-136,3222,3
-4138,7945,9804,-70,69,2755,3
-4195,8538,8825,-114,196,2232,3
-4476,8496,8236,-217,174,1701,3
-4140,8009,8006,-237,95,1216,3
-3785,7335,7989,-146,86,774,3
-3647,6538,8075,-9,102,389,3
-3364,5940,8102,109,94,73,3
-3364,5940,8102,109,94,73,3
-3287,5210,8449,185,54,-206,3
-3260,4634,9122,263,37,-423,3
-2928,4103,9700,290,45,-587,3
-3022,3832,9936,299,85,-688,3
-3196,3729,10072,265,131,-770,3
-3296,3463,9905,172,141,-849,3
-3287,3404,9792,69,110,-921,3
-3165,3347,9430,-22,83,-993,3
-2858,2991,9188,-51,53,-1060,3
-2858,2991,9188,-51,53,-1060,3
-2950,2441,9305,-15,33,-1064,3
-3109,2453,9206,98,61,-1046,3
-3254,2713,9217,229,91,-1054,3
-3495,2965,9202,301,109,-1080,3
-3475,3030,9058,302,107,-1139,3
-3635,2950,9125,235,66,-1219,3
-3566,2839,9223,151,-18,-1283,3
-3504,2533,9652,106,-54,-1342,3
-3596,2597,9792,143,14,-1390,3
-3596,2597,9792,143,14,-1390,3
-3687,2702,9778,211,123,-1452,3
-3690,2806,9518,197,182,-1535,3
-3694,2733,9372,104,166,-1630,3
-3527,2583,9153,-25,132,-1711,3
-3570,2216,9043,-83,161,-1792,3
-3359,1737,8669,-155,160,-1795,3
-3303,1575,8398,-191,67,-1771,3
-3360,1200,8584,-178,12,-1742,3
-3126,747,8472,-103,28,-1697,3
-3126,747,8472,-103,28,-1627,3
-3366,441,8651,-20,47,-1627,3
-3512,345,8518,78,60,-1546,3
-3750,349,8647,155,34,-1480,3
-3888,608,8843,190,-17,-1425,3
-4076,1314,8992,80,-119,-1452,3
-3594,540,9190,-217,-142,-1587,3
-3594,540,9190,-217,-142,-1587,3
-3578,424,8992,-193,-119,-1552,3
-3668,429,9050,-159,-115,-1513,3
-3620,398,8845,-142,-119,-1485,3
-3772,399,8823,-108,-141,-1468,3
-4030,458,8724,-46,-172,-1472,3
