-5046,471,8178,24,5,-52,6
-5066,491,8256,36,-22,-44,6
-5070,524,8384,53,-44,-42,6
-5070,524,8384,53,-44,-42,6
-5059,502,8519,61,-54,-51,6
-5041,425,8665,58,-54,-55,6
-4995,367,8685,59,-60,-46,6
-4953,391,8763,56,-68,-43,6
-4977,321,8768,52,-69,-22,6
-5044,537,8897,46,-52,-4,6
-5039,608,8784,31,-22,-6,6
-5081,725,8571,14,-4,-18,6
-5126,751,8413,-17,-9,-20,6
-5126,751,8413,-17,-9,-20,6
-5154,702,8321,0,-51,-19,6
-5093,543,8362,-13,-73,-24,6
-5145,741,8301,26,-87,-19,6
-5124,884,8478,61,-102,-20,6
-5184,841,8581,72,-116,-42,6
-5090,683,8731,76,-125,-59,6
-4998,564,8818,70,-128,-62,6
-4956,442,8877,49,-136,-43,6
-4955,366,8946,9,-130,-10,6
-4955,366,8946,9,-130,18,6
-4936,387,8872,-9,-103,18,6
-4953,465,8785,-10,-70,43,6
-4995,561,8682,3,-34,61,6
-5052,741,8634,19,-6,62,6
-5103,879,8539,16,10,48,6
-5190,874,8420,12,16,22,6
-5196,859,8446,14,-12,0,6
-5009,759,8562,8,-39,-7,6
-5023,690,8578,6,-36,-2,6
-5023,690,8578,7,-20,9,6
-4979,662,8621,7,-20,9,6
-4965,648,8749,0,0,25,6
-4959,674,8799,-15,15,48,6
-5003,631,8689,-25,20,57,6
-4923,588,8547,-22,20,42,6
-4882,443,8681,-6,23,42,6
-4900,539,8598,12,32,54,6
-4978,530,8483,18,26,47,6
-4956,431,8520,29,12,42,6
-4959,413,8556,34,9,54,6
-4959,413,8556,34,9,54,6
-4996,350,8543,39,13,73,6
-5012,364,8542,46,9,97,6
-5079,412,8568,48,6,124,6
-5134,446,8581,47,-3,136,6
-5152,442,8650,50,-34,143,6
-5169,530,8900,62,-70,151,6
-5160,731,9127,55,-76,160,6
-5186,832,9054,40,-50,155,6
-5186,832,8796,23,-50,143,6
-5175,772,8796,12,-93,144,6
-5124,675,8711,12,-93,144,6
-5095,648,8740,37,-122,164,6
-5100,781,8858,80,-114,178,6
-5027,777,8764,106,-87,191,6
-5145,790,8743,109,-67,213,6
-5184,783,8804,119,-48,226,6
-5210,943,9075,111,-41,232,6
-5254,1128,9266,84,-23,221,6
-5285,1282,9375,26,1,178,6
-5285,1282,9375,26,1,178,6
-5205,1113,9367,-35,40,134,6
-5106,872,9278,-57,72,114,6
-4985,660,9260,-40,99,131,6
-4883,544,9320,3,117,183,6
-4947,689,9440,54,147,243,6
-5053,916,9426,91,218,279,6
-5160,1075,9233,128,306,291,6
-5230,1295,8981,169,391,287,6
-5298,1406,8742,196,454,261,6
-5298,1406,8742,196,454,261,6
-5419,1506,8695,208,485,211,6
-5389,1505,8886,209,500,158,6
-5324,1467,9308,189,531,117,6
-5228,1485,10058,144,615,87,6
-5227,1312,10723,65,790,80,6
-5401,1365,10630,-28,1036,77,6
-5576,1409,9641,-139,1252,50,6
-5697,1251,8341,-213,1352,12,6
-5763,1244,7591,-204,1318,-9,6
-5763,1244,7591,-204,1318,-9,6
-5749,1472,7316,-146,1229,-41,6
-5891,1788,7265,-64,1140,-103,6
-6129,2204,7433,42,1083,-182,6
-6216,2494,7601,121,1078,-288,6
-6325,2483,6626,32,1227,-729,6
-6788,2500,6580,172,970,-1383,6
-6723,2289,6512,172,970,-1383,6
-6697,1879,6130,240,954,-1499,6
-6586,1161,5711,262,881,-1579,6
-6585,525,5393,265,751,-1610,6
-6549,175,5288,274,591,-1594,6
-6629,297,5515,311,439,-1557,6
-6629,297,5515,311,439,-1557,6
-6782,605,5589,379,336,-1542,6
-6823,607,5692,477,302,-1571,6
-6731,669,5930,610,329,-1624,6
-6746,594,6009,709,356,-1680,6
-6811,355,5894,755,330,-1729,6
-6632,-174,5923,768,282,-1756,6
-6520,-606,6051,725,244,-1755,6
-6601,-829,5422,557,-49,-1629,6
-6601,-829,5422,502,-296,-1581,6
-6835,-662,5020,502,-296,-1581,6
-6934,-490,4426,496,-551,-1585,6
-6392,-650,3434,568,-795,-1614,6
-6104,-1229,1524,998,-1404,-1578,6
-5438,-1531,747,1211,-1950,-1541,6
-4937,-2092,1281,1423,-2582,-1426,6
-4662,-2398,3286,1587,-3243,-1273,6
-3907,-2896,5515,1626,-3714,-1100,6
-3907,-2896,5515,1524,-3912,-897,6
-3251,-3470,7834,1524,-3912,-897,6
-2495,-4042,9267,1347,-3795,-574,6
-2376,-3738,9669,1131,-3539,-121,6
-2566,-4341,9809,889,-3414,312,6
-2421,-4146,9653,591,-3554,650,6
-1524,-5717,10109,447,-3603,1041,6
367,-7872,10730,551,-3484,1523,6
1337,-8105,9006,637,-3283,2197,6
333,-7942,9279,777,-3389,2891,6
333,-7942,9279,866,-3696,3594,6
496,-5571,9994,866,-3696,3594,6
1764,-2103,11758,846,-3887,4150,6
2423,2085,15979,879,-3664,4366,6
-116,7158,19763,678,-2766,4203,6
-3878,9036,17155,255,-1404,3394,6
-4352,5450,12567,94,-455,2183,6
-1037,1562,10197,224,-246,1402,6
-1016,-1495,10230,634,-277,1508,6
-1938,-522,10906,1067,-348,1731,6
-2067,-108,11416,1287,-377,1786,6
-2067,-108,11416,1287,-377,1786,6
-1625,111,12197,1242,-291,1830,6
-1489,197,12327,982,-187,1924,6
-1110,297,12376,580,-115,2041,6
-856,120,12301,169,-28,2149,6
-532,141,12363,-53,94,2246,6
-178,312,11766,-96,272,2342,6
-612,807,11828,14,405,2428,6
-1158,2049,12777,187,540,2422,6
-1805,2775,13964,277,764,2278,6
-1805,2775,13964,277,764,2278,6
-1980,2961,15268,303,1100,2031,6
-2386,2636,15093,245,1574,1772,6
-1361,2868,13869,84,2054,1552,6
-1247,2666,12130,-237,2375,1415,6
-1366,2435,10450,-552,2494,1389,6
-2021,2468,8991,-728,2441,1417,6
-1771,2603,8160,-682,2272,1411,6
-1880,2822,8352,-472,2117,1416,6
-1701,3730,9505,-182,2077,1415,6
-1701,3730,9505,-182,2077,1415,6
-1762,4789,10728,127,2273,1378,6
-2830,5266,10821,390,2770,1272,6
-3723,5532,9963,621,3291,1030,6
-4311,5692,9201,767,3581,705,6
-3992,4831,8648,794,3664,379,6
-4181,4130,8350,660,3607,135,6
-4820,3632,8159,417,3397,-32,6
-4108,3079,8548,153,3112,-111,6
-4596,3704,9049,-119,2900,-144,6
-4596,3704,9049,-119,2900,-144,6
-5570,4067,9058,-311,2816,-197,6
-6193,4777,9206,-324,2857,-306,6
-6476,5540,8912,-233,3009,-524,6
-6366,5404,8194,-123,3169,-833,6
-6156,4718,6897,-34,3259,-1120,6
-5910,3872,5923,-6,3232,-1324,6
-5456,3261,5331,20,3104,-1425,6
-5712,2723,4966,-30,2904,-1401,6
-5966,2620,4594,-97,2667,-1326,6
-5966,2620,4594,-97,2667,-1326,6
-6344,2744,3950,-27,2475,-1241,6
-6752,3275,3692,137,2269,-1229,6
-7105,3649,3594,358,2056,-1273,6
-7415,3915,3383,623,1909,-1387,6
-7604,4131,3221,870,1808,-1576,6
-7689,3720,2738,1045,1690,-1792,6
-7653,3273,2208,1089,1485,-1991,6
-7562,2896,2140,1003,1123,-2164,6
-7363,2620,2642,778,683,-2305,6
-7363,2620,2642,532,283,-2417,6
