aX,aY,aZ,gX,gY,gZ,target
-5410,-203,8487,-191,2673,20,4
-5352,-346,8154,-84,2768,-3,4
-5614,-668,7307,10,2831,7,4
-5712,-580,6478,95,2820,25,4
-5935,-123,5974,183,2750,26,4
-6205,-263,5570,260,2663,7,4
-6161,-602,5357,318,2588,-3,4
-6385,-870,5168,318,2529,14,4
-6374,-984,4407,248,2463,69,4
-6374,-984,4407,161,2320,125,4
-6513,-668,3442,161,2320,125,4
-6745,31,2884,109,2084,164,4
-7040,601,2483,155,1855,138,4
-7301,878,1953,287,1686,39,4
-7310,832,2021,457,1520,-99,4
-7189,508,1913,543,1373,-215,4
-7076,57,1239,530,1226,-288,4
-6952,-136,407,433,1006,-306,4
-7014,-119,31,284,680,-281,4
-7014,-119,31,130,302,-271,4
-7075,84,-16,130,302,-271,4
-7159,49,-4,5,-81,-300,4
-7210,-361,-514,-70,-440,-328,4
-6904,-798,-1261,-112,-831,-320,4
-6930,-669,-1842,-137,-1289,-304,4
-6608,-984,-3572,-136,-1875,-307,4
-6071,-966,-6242,62,-2558,-277,4
-5344,-416,-8736,464,-3491,-233,4
-3608,-52,-9741,879,-4783,-178,4
-3608,-52,-8183,1198,-6468,-109,4
-1000,262,-8183,1198,-6468,-109,4
1314,199,-3822,1186,-8283,-4,4
3705,-1216,1360,839,-9801,207,4
6269,-3395,9428,455,-10865,560,4
6943,-5469,20743,-4,-10635,1040,4
6212,-2934,32499,-496,-8768,1642,4
1464,2508,-29702,-1153,-5671,1947,4
-1593,6244,29295,-1802,-2751,1609,4
-3262,4442,18513,-2064,-1069,745,4
-1345,-45,12904,-1367,-755,-65,4
-1345,-45,12904,-1367,-755,-65,4
-1137,-3336,15311,0,-957,-391,4
-766,-4345,17925,1367,-816,-379,4
-634,-2782,19576,2286,-185,-248,4
-1384,-952,18815,2554,497,-20,4
-2563,539,18613,2225,952,122,4
-2380,1094,18559,1539,1320,161,4
-3093,1738,17857,833,1726,132,4
-2822,1825,15766,166,2046,12,4
-2340,1633,13715,-354,2191,-75,4
-2340,1633,13715,-354,2191,-75,4
-2137,1428,12805,-670,2255,-88,4
-2897,2250,12508,-894,2624,-85,4
-3384,454,10932,-307,3058,-214,4
-3677,39,10040,-91,3397,-234,4
-3291,-338,8707,65,3659,-256,4
-3291,-338,8707,65,3659,-256,4
-3276,-905,7284,149,3792,-201,4
-3647,-801,6195,197,3818,-70,4
-3912,-77,5692,214,3748,15,4
-4494,293,5871,138,3618,43,4
-4822,434,5560,0,3527,13,4
-4991,720,5020,-167,3459,-47,4
-5127,553,3693,-333,3356,-91,4
-5089,-61,1989,-420,3158,-111,4
-5286,-538,242,-415,2874,-70,4
-5286,-538,242,-415,2874,-70,4
-5364,-649,-1143,-310,2502,26,4
-5704,-601,-2139,-127,2065,135,4
-5952,-270,-2664,116,1597,206,4
-6240,202,-2566,343,1102,225,4
-6411,605,-2200,494,609,182,4
-6497,736,-1785,530,135,100,4
-6711,599,-2248,387,-367,3,4
-6695,186,-3567,159,-1007,-79,4
-5635,-232,-5955,40,-1792,-106,4
-5635,-232,-5955,40,-1792,-106,4
-5593,305,-8226,81,-2742,-83,4
-4636,1118,-9261,198,-4112,-131,4
-2333,62,-8274,178,-5887,-209,4
62,208,-5099,54,-7803,-207,4
2658,-984,-563,-90,-9465,-87,4
5385,-1383,6736,-4,-10688,124,4
6929,-2559,19208,210,-10739,417,4
4835,-64,31753,-37,-8941,804,4
636,2364,-30107,-380,-5748,896,4
636,2364,-30107,-380,-5748,502,4
-1452,3978,29328,-777,-2629,502,4
-1040,1907,20001,-982,-842,-76,4
113,-1627,14411,-747,-589,-392,4
-1143,-3694,15756,-50,-1004,-351,4
-2478,-2587,21933,353,-1511,-354,4
2147,-3639,23072,565,-1258,-218,4
-558,-1836,17862,1134,343,282,4
-4133,818,12470,1361,1282,472,4
-3434,1396,11424,935,1001,384,4
-3434,1396,11424,401,715,256,4
-4869,1220,12742,351,2563,-501,4
-4462,-117,11381,248,2842,-622,4
-4139,-1385,9949,139,2971,-560,4
-4195,-1822,8951,-3,2948,-357,4
-4683,-1503,8568,-222,2851,-125,4
-5223,-841,8344,-414,2743,32,4
-5434,220,8305,-584,2688,94,4
-5830,595,7885,-705,2676,61,4
-6092,287,6966,-728,2675,-25,4
-6092,287,6966,-728,2675,-25,4
-5994,-106,6224,-648,2656,-115,4
-5873,-372,6301,-501,2618,-160,4
-5891,-658,6482,-363,2635,-154,4
-6223,-917,5464,-248,2697,-143,4
-6216,-1049,4046,-139,2686,-119,4
-6317,-1061,2913,-76,2490,-32,4
-6703,-1127,3048,7,2199,32,4
-7058,-1044,2981,23,1968,69,4
-6993,-978,2691,15,1753,74,4
-6993,-978,2691,15,1753,74,4
-6957,-978,2413,-20,1559,99,4
-6982,-742,1775,-44,1392,139,4
-7147,-392,1051,0,1193,153,4
-7286,-166,289,98,965,131,4
-7229,-45,-148,213,713,71,4
-7111,13,-331,296,442,10,4
-7124,55,-704,315,149,-39,4
-7271,11,-1936,287,-197,-91,4
-7018,-174,-2903,280,-671,-131,4
-7018,-174,-2903,315,-1241,-151,4
-6778,-137,-3251,315,-1241,-151,4
-6568,-83,-3659,364,-1844,-185,4
-6099,-141,-5123,475,-2460,-232,4
-5693,41,-7349,679,-3290,-248,4
-4759,697,-7842,899,-4492,-319,4
-2191,551,-7600,1087,-5930,-428,4
436,321,-4947,1182,-7498,-438,4
2925,-1130,-862,1061,-9073,-298,4
4212,-2556,3927,969,-10395,58,4
4212,-2556,3927,1018,-10902,439,4
6240,-4710,14595,1018,-10902,439,4
6769,-4240,27501,963,-9861,849,4
3950,-547,-28559,339,-7125,1331,4
917,3754,-30445,-524,-3877,1456,4
-1422,5045,25453,-1320,-1358,1080,4
-1700,2282,16243,-1549,-293,491,4
-1544,-959,13564,-874,-296,84,4
-2085,-2909,16607,222,-529,-127,4
-996,-2955,18608,1153,-362,-135,4
-996,-2955,18608,1596,180,36,4
-1538,-1250,18963,1596,180,36,4
-2630,342,18632,1565,781,162,4
-3004,958,18132,1247,1347,195,4
-2895,960,17542,777,1850,182,4
-2667,814,15489,243,2213,183,4
-2786,1109,13434,-177,2334,180,4
-2782,1750,12537,-463,2331,137,4
-2746,2226,12564,-673,2379,52,4
-3014,2163,12380,-857,2524,-54,4
-3269,1477,11881,-927,2667,-182,4
-3269,1477,11881,-927,2667,-182,4
-3186,658,11345,-838,2849,-273,4
-3024,26,10621,-627,3078,-295,4
-3123,-740,9806,-403,3315,-251,4
-3170,-862,9117,-216,3505,-163,4
-3495,-591,8682,-80,3637,-74,4
-3725,-214,7847,1,3758,-25,4
-3961,-211,6808,17,3844,1,4
-3943,259,6977,20,3877,9,4
-4594,305,5907,-50,3899,9,4
-4594,305,5907,-50,3899,9,4
-4761,323,4578,-128,3833,-14,4
-5046,254,3615,-227,3646,-34,4
-5227,209,2757,-335,3388,-32,4
-5486,220,1734,-423,3132,-36,4
-5515,83,434,-430,2875,-45,4
-5720,-218,-1073,-374,2562,-31,4
-6195,-256,-2401,-263,2121,-3,4
-6502,-130,-3044,-130,1566,10,4
-6629,308,-2861,-18,933,-9,4
-6629,308,-2861,-18,933,-9,4
-6867,514,-2432,42,310,-78,4
-6932,452,-1913,49,-262,-184,4
-6926,-76,-2287,-23,-782,-271,4
-6964,-593,-3192,-77,-1306,-346,4
-5614,-985,-5448,-42,-1919,-364,4
-5326,-965,-8386,114,-2830,-280,4
-4438,-232,-8933,329,-4225,-176,4
-2264,-277,-7678,475,-5904,-122,4
26,-538,-5198,593,-7580,-37,4
26,-538,-5198,593,-7580,-37,4
2039,-795,-1016,675,-9075,69,4
4566,-1154,4986,871,-10216,272,4
5747,-1776,16460,1177,-10463,510,4
4779,1207,-32190,1131,-9155,692,4
965,4171,-28450,261,-5998,714,4
-2337,4868,31385,-585,-2711,246,4
-1452,1879,20879,-1172,-818,-386,4
491,-2401,14633,-1119,-353,-591,4
-1006,-4387,13933,-498,-658,-362,4
-1006,-4387,13933,-498,-658,-362,4
-1633,-3791,17254,320,-912,-102,4
-1324,-2468,18799,859,-662,19,4
-1935,-1122,16986,1028,-41,135,4
-6331,-212,2227,-169,2276,359,4
-6778,233,1923,-119,2020,350,4
-7061,350,1603,-49,1809,260,4
-7074,325,1148,-37,1574,161,4
-7357,166,607,-51,1302,59,4
-7473,105,133,-91,989,-38,4
-7349,57,-37,-116,624,-114,4
-7349,57,-37,-122,263,-161,4
-7149,-45,94,-122,263,-161,4
-7032,-287,271,-97,-44,-172,4
-7083,-655,-337,-95,-307,-155,4
-7167,-766,-1395,-125,-651,-118,4
-7057,-630,-2210,-185,-1151,-86,4
-7055,-533,-3086,-232,-1780,-100,4
-6366,-656,-4801,-183,-2471,-139,4
-5739,-671,-6878,7,-3294,-177,4
-4890,-217,-7951,289,-4385,-196,4
-2376,-267,-7655,573,-5733,-251,4
422,-145,-5813,708,-7296,-225,4
422,-145,-5813,708,-7296,-225,4
2636,-1071,-1678,657,-8941,-38,4
4363,-2143,3689,687,-10381,309,4
6519,-4454,15025,993,-10903,657,4
5562,-3116,29109,1142,-9585,1041,4
2121,1375,-29344,841,-6535,1342,4
-2203,6223,-32435,313,-3186,1147,4
-3456,6305,23029,-406,-1008,294,4
-1915,1938,15574,-744,-397,-486,4
-1915,1938,15574,-744,-397,-486,4
-1039,-2532,14163,-407,-671,-741,4
-908,-4465,17514,390,-875,-584,4
-805,-3611,19379,1124,-570,-266,4
-1543,-1470,19641,1418,70,61,4
-2754,683,18782,1260,700,286,4
-3528,1381,18296,790,1168,276,4
-3256,1152,17517,197,1554,169,4
-2739,1308,16152,-316,1891,94,4
-2894,1596,14191,-680,2131,19,4
-2894,1596,14191,-680,2131,19,4
-2706,1477,12764,-879,2317,-78,4
-2367,1434,12585,-943,2529,-145,4
-2806,1021,11846,-928,2758,-177,4
-3042,501,10954,-824,2899,-210,4
-3145,-161,10231,-656,2938,-215,4
-3111,-498,9631,-445,2982,-159,4
-3062,-774,8731,-255,3100,-69,4
-3251,-689,8176,-105,3194,18,4
-3735,202,8681,-36,3241,67,4
-3735,202,8681,-36,3241,67,4
-4181,1225,8388,-237,3555,-119,4
-4685,-701,1904,-566,3605,-132,4
-4685,-701,1904,-566,3605,-132,4
-5014,-677,764,-447,3246,-14,4
-5483,-568,-122,-273,2827,89,4
-5717,-430,-424,-45,2414,158,4
-5717,-430,-424,-45,2414,158,4
-5849,-220,-1007,199,2052,199,4
-6228,-32,-1643,433,1687,197,4
-6346,282,-1804,619,1257,156,4
-6539,708,-1674,695,775,86,4
-6865,1091,-1502,623,255,-27,4
-7262,1197,-1800,422,-258,-209,4
-7014,494,-3084,131,-916,-375,4
-5765,-506,-5481,0,-1659,-440,4
-5562,-220,-8908,195,-2456,-350,4
-5562,-220,-8908,195,-2456,-280,4
-5185,661,-11370,487,-3811,-280,4
-2422,683,-9719,631,-5836,-318,4
1211,-309,-5010,562,-7976,-295,4
4357,-2255,236,455,-9724,-53,4
5595,-4305,7615,541,-10869,351,4
6783,-5464,21815,864,-10859,769,4
5849,-2989,-30559,858,-8763,1214,4
1396,1873,-26690,588,-5198,1508,4
-2208,7533,32721,-86,-1951,1119,4
-2208,7533,32721,-906,-96,268,4
-2342,5827,21052,-906,-96,268,4
-1263,1008,12770,-1050,271,-382,4
-1777,-2947,12008,-403,-263,-564,4
-1785,-3927,15467,527,-605,-431,4
-1564,-2050,17310,1158,-379,-190,4
-2635,87,16551,1189,119,9,4
-3341,1160,14776,808,481,89,4
-3198,1093,13677,320,689,105,4
-2734,660,12330,-106,866,111,4
-2734,660,12330,-370,938,154,4
-2719,315,9463,-370,938,154,4
-2949,416,6848,-381,788,185,4
-3299,646,6646,-249,525,168,4
-3175,593,8057,-97,332,98,4
-2801,329,9183,33,329,34,4
-2833,326,9364,141,438,3,4
-2810,494,9579,172,547,-36,4
-2599,486,9934,118,668,-69,4
-2517,520,9979,12,827,-87,4
-2517,520,9245,-108,946,-119,4
-2490,313,9245,-108,946,-119,4
-2501,-132,8528,-218,919,-137,4
-2270,-417,8206,-313,786,-94,4
-2449,-720,8025,-389,632,-14,4
-2596,-839,8041,-430,474,72,4
-2767,-942,8288,-442,327,158,4
-2907,-894,8550,-414,222,252,4
-3011,-768,8801,-346,192,330,4
-5417,-1136,9223,-431,2246,-346,4
-5776,-1068,9192,-343,2386,-254,4
-5686,-740,8537,-261,2560,-209,4
-5761,-608,7783,-199,2652,-182,4
-5807,-660,7518,-158,2657,-147,4
-6120,-575,7176,-142,2656,-126,4
-6173,-769,6382,-158,2656,-113,4
-6254,-943,5972,-160,2610,-69,4
-6254,-943,5972,-160,2610,-69,4
-6208,-769,5684,-198,2543,-2,4
-6591,-757,4604,-236,2459,60,4
-6581,-595,3895,-226,2341,113,4
-6819,-448,3279,-232,2211,145,4
-6904,-484,2560,-241,2058,151,4
-7075,-528,1805,-242,1877,155,4
-7050,-492,1451,-224,1654,156,4
-7171,-345,1113,-184,1438,151,4
-7185,-132,601,-114,1236,127,4
-7185,-132,601,-114,1236,127,4
-7179,-172,113,-37,1026,92,4
-7220,-13,-232,29,771,69,4
-7244,124,-266,73,469,19,4
-7345,190,-178,26,126,-43,4
-7284,-180,-394,-85,-251,-96,4
-7357,-563,-1043,-171,-640,-113,4
-7317,-580,-1489,-207,-1095,-109,4
-7494,-348,-2059,-251,-1653,-130,4
-7222,-662,-3629,-257,-2319,-208,4
-7222,-662,-3629,-257,-2319,-208,4
-6278,-813,-5551,-86,-3087,-273,4
-5840,-532,-6728,218,-4024,-306,4
-3460,-364,-6832,574,-5188,-295,4
-1235,-248,-5432,905,-6477,-244,4
799,-479,-3006,1164,-7800,-96,4
2018,-969,333,1247,-8954,186,4
3542,-507,6698,1326,-9810,461,4
4555,-1688,17192,1417,-9900,586,4
3249,1653,29726,1092,-8568,776,4
3249,1653,29726,1092,-8568,776,4
-260,3950,-30634,339,-5846,701,4
-1701,3820,29747,-563,-2921,244,4
-1006,857,20531,-979,-974,-185,4
-466,-2610,14593,-766,-342,-252,4
-1835,-3891,14763,-40,-563,-47,4
-1941,-3029,17241,732,-725,180,4
-2005,-1339,18594,1161,-408,288,4
-2507,-55,17551,1260,150,337,4
-3187,910,17289,1109,630,376,4
-3187,910,17289,1109,630,376,4
-3488,1448,17747,767,1081,299,4
-3582,1434,17303,303,1561,143,4
-3028,1625,16212,-95,1964,7,4
-2758,1781,14496,-436,2269,-83,4
-2445,1867,13611,-674,2527,-139,4
-2545,1886,12820,-837,2804,-157,4
-3136,1168,11576,-915,2965,-186,4
-3375,334,10224,-872,2940,-208,4
-3203,-345,9572,-731,2864,-191,4
-3203,-345,9572,-731,2864,-191,4
-3303,-708,9180,-575,2868,-96,4
-3298,-394,9286,-442,2998,17,4
-3725,367,9735,-363,3223,62,4
-4224,910,9384,-330,3511,1,4
-4301,616,8044,-309,3794,-127,4
-3998,-44,6343,-266,3974,-208,4
-4321,-535,5330,-202,3962,-197,4
-4448,-790,4765,-200,3790,-142,4
-4951,-476,4022,-319,3519,-67,4
-4951,-476,4022,-510,3181,-6,4
-5284,-495,2462,-510,3181,-6,4
-5374,-744,1189,-616,2827,62,4
-5655,-778,53,-590,2463,148,4
-5943,-419,-764,-455,2076,208,4
-6303,-112,-1219,-282,1642,226,4
-6319,153,-955,-95,1188,199,4
-6423,349,-486,54,809,145,4
-6747,514,-771,142,496,64,4
-6952,831,-1398,202,162,-62,4
-6952,831,-1398,254,-271,-215,4
-7099,709,-2173,254,-271,-215,4
-7567,685,-3269,339,-817,-402,4
-6064,-95,-4835,523,-1525,-554,4
-5356,-106,-7292,813,-2389,-489,4
-5313,660,-9085,1010,-3695,-331,4
-3390,685,-7969,942,-5581,-289,4
-82,-516,-4258,621,-7624,-265,4
2657,-2147,425,194,-9304,-72,4
3961,-3169,6753,18,-10439,243,4
3961,-3169,16297,88,-10384,541,4
5525,-5581,16297,88,-10384,541,4
5550,-4514,27777,468,-8914,982,4
2079,113,-29514,477,-6087,1357,4
-1481,4859,-32659,217,-2891,1225,4
-2039,5085,23204,-218,-635,470,4
-1098,1241,14469,-263,210,-175,4
-1307,-2025,11350,177,-20,-361,4
-1878,-3270,13922,785,-536,-276,4
-1531,-2148,16612,1288,-549,-123,4
-2003,-500,16250,1362,-86,53,4
-2003,-500,16250,1362,-86,53,4
-2891,1061,14500,1029,305,185,4
-3078,1891,13783,512,482,237,4
-3048,1570,13314,-101,582,208,4
-2774,1077,11075,-558,668,199,4
-5473,-679,5306,-256,3238,53,4
-5819,-983,3961,-285,3150,103,4
-5916,-1107,2702,-276,2945,155,4
-6045,-1071,2130,-216,2676,222,4
-6045,-1071,2130,-216,2676,222,4
-6153,-825,1653,-100,2403,298,4
-6397,-244,2324,88,2181,342,4
-6897,-4,1817,232,2048,331,4
-6996,65,780,342,1907,260,4
-7144,167,-187,376,1659,193,4
-7332,449,-693,307,1249,130,4
-7408,704,-613,185,765,45,4
-7464,789,-366,55,309,-63,4
-7464,789,-366,-62,-66,-178,4
-7398,569,-467,-62,-66,-178,4
-7398,96,-1283,-144,-405,-274,4
-7168,-160,-2451,-177,-825,-329,4
-7147,-137,-3902,-117,-1336,-389,4
-6088,-251,-6823,125,-1974,-426,4
-5729,-33,-9231,502,-2928,-411,4
-5191,591,-9747,965,-4240,-432,4
-2226,369,-8586,1355,-5827,-480,4
376,95,-5486,1539,-7568,-397,4
2579,-595,-419,1458,-9227,-199,4
2579,-595,-419,1458,-9227,-199,4
5888,-1173,4628,1265,-10452,128,4
5315,-4662,13983,1131,-10760,496,4
7127,-2977,26859,1105,-9684,940,4
2949,363,-29247,687,-7090,1395,4
-784,5669,-30090,-72,-3936,1392,4
-3189,7917,26231,-893,-1507,760,4
-2572,3827,16506,-1331,-506,-126,4
-1405,-1018,14182,-947,-597,-599,4
-1166,-3310,16633,17,-833,-612,4
-1166,-3310,16633,878,-607,-439,4
-1077,-2824,18912,878,-607,-439,4
-1398,-1087,18839,1280,7,-233,4
-2472,370,18428,1188,525,-59,4
-2638,1008,18346,786,987,17,4
-2672,744,18086,295,1471,5,4
-2274,716,17069,-150,1938,-13,4
-2042,1007,15150,-432,2367,-14,4
-2029,1324,13828,-594,2709,-47,4
-2065,1061,12756,-687,3004,-72,4
-2065,1061,12756,-687,3004,-72,4
-2348,736,12001,-700,3242,-82,4
-2751,490,11385,-656,3401,-81,4
-3046,-63,9541,-584,3470,-74,4
-3042,-558,8383,-449,3425,-53,4
-2980,-738,8768,-317,3403,33,4
-3250,-527,8738,-261,3517,141,4
-3736,34,8097,-243,3705,184,4
-3818,675,7436,-293,3849,147,4
-3981,445,6673,-387,3926,93,4
-3981,445,6673,-387,3926,93,4
-3968,23,6010,-434,3981,56,4
-4271,-45,4459,-482,4021,72,4
-4817,0,2249,-508,3930,111,4
-5156,161,350,-492,3646,135,4
-5420,203,-703,-408,3206,146,4
-5588,92,-1422,-274,2739,156,4
-5852,204,-2212,-119,2282,162,4
-6151,538,-2658,48,1797,144,4
-6553,953,-2760,136,1263,91,4
-6553,953,-2760,136,1263,91,4
-7042,1265,-2465,149,707,-32,4
-6953,1320,-2047,84,131,-215,4
-7210,593,-2329,-10,-470,-387,4
-6949,21,-3184,-91,-1102,-505,4
-6015,-349,-5775,-18,-1747,-542,4
-6075,137,-9584,239,-2640,-528,4
-4999,479,-11341,582,-4065,-519,4
-1758,190,-9981,906,-6004,-523,4
1712,16,-6842,951,-8131,-401,4
5024,-1312,-813,915,-10241,-119,4
5024,-1312,-813,915,-10241,-119,4
7418,-3759,9233,901,-11636,304,4
8705,-4326,23984,1469,-11701,795,4
5418,-872,-26337,1361,-8965,1215,4
76,6806,-26337,1379,-6197,1227,4
-1771,7911,27728,-298,-1969,605,4
-721,3335,16151,-1488,-159,-181,4
-269,-2447,12135,-1329,-345,-519,4
-1015,-3942,15068,-464,-887,-370,4
-1015,-3942,15068,-464,-761,-210,4
-430,-3389,17365,417,-761,-210,4
-1015,-819,16916,863,-243,-36,4
-2080,786,15223,784,161,106,4
-2554,1356,14266,488,461,156,4
-2475,1033,13317,141,767,164,4
-2539,648,11106,-131,1010,153,4
-2824,477,8792,-236,1017,149,4
-3321,803,7568,-141,736,94,4
-2840,821,8251,-45,486,-23,4
-2840,821,8251,-14,450,-70,4
-2291,492,9153,-14,450,-70,4
-2323,276,9637,-24,498,-37,4
-2425,83,9786,-53,497,-4,4
-2386,104,9986,-72,505,5,4
-2206,172,10017,-122,597,0,4
-2155,59,9761,-200,717,-2,4
-2153,-137,9172,-274,783,8,4
-2243,-306,8584,-337,753,30,4
-2317,-498,8319,-366,660,72,4
-4126,-1491,9692,-58,1863,-93,4
-4482,-867,9663,-22,1912,64,4
-4482,-867,9663,-22,1912,64,4
-4861,-433,9288,-26,1966,153,4
-5105,168,9260,-22,2010,167,4
-5376,492,9381,-28,2074,130,4
-5416,721,9259,-54,2202,53,4
-5448,403,8791,-113,2329,-28,4
-5242,-288,7877,-182,2400,-42,4
-5386,-1003,6894,-234,2398,42,4
-5644,-1148,6386,-251,2326,176,4
-6053,-778,5980,-253,2233,285,4
-6053,-778,5980,-253,2233,285,4
-6405,-215,5539,-231,2130,329,4
-6655,604,5341,-152,2024,305,4
-6658,1055,5733,-18,1940,214,4
-6789,1210,6506,111,1944,71,4
-6866,921,6504,171,2051,-75,4
-6501,429,6005,159,2188,-188,4
-6671,-106,4754,78,2265,-213,4
-6522,-472,3312,-1,2229,-167,4
-6967,-564,1725,-54,2073,-68,4
-6967,-564,1725,-54,2073,-68,4
-7122,-86,524,-89,1726,26,4
-7529,230,564,-58,1299,41,4
-7544,665,818,-14,965,-14,4
-7402,868,850,42,704,-117,4
-7463,849,756,82,466,-217,4
-7348,576,486,102,226,-307,4
-7282,228,71,102,-38,-364,4
-7523,26,-1022,98,-367,-391,4
-7759,31,-2014,95,-837,-417,4
-7759,31,-2014,95,-837,-417,4
-7387,51,-3024,76,-1489,-442,4
-7398,58,-4597,145,-2263,-464,4
-6763,167,-7172,372,-3183,-505,4
-5888,634,-9110,745,-4351,-563,4
-3407,1131,-9218,1052,-5857,-646,4
1,973,-6855,1133,-7685,-699,4
3781,-942,-1562,910,-9511,-593,4
6453,-3065,4572,576,-10786,-123,4
7192,-6911,16642,488,-11022,487,4
7192,-6911,16642,488,-9436,1218,4
7776,-6792,29020,386,-9436,1218,4
4414,-1590,-28258,127,-6473,1889,4
1032,5698,-31556,-619,-3205,1992,4
-1994,7022,23618,-1458,-1064,1326,4
-1866,2487,15121,-1597,-468,441,4
-1209,-2445,13450,-729,-563,-87,4
-1247,-4492,15894,689,-455,-177,4
-1012,-3256,17419,1922,-55,-88,4
-1476,-1028,17284,2483,470,85,4
-1476,-1028,17284,2369,862,218,4
-2484,778,17053,2369,862,218,4
-2920,1502,17307,1794,1149,239,4
-2916,1610,16740,1085,1453,226,4
-3176,1747,15779,422,1700,150,4
-3048,1988,14404,-92,1910,46,4
-2904,2207,13295,-480,2117,-70,4
-2707,2384,12830,-758,2336,-183,4
-2726,2429,12470,-973,2523,-293,4
-2970,1913,11911,-1123,2628,-379,4
-2970,1913,11911,-1147,2704,-417,4
-2873,1032,11274,-1147,2704,-417,4
-2855,190,10472,-1003,2873,-394,4
-3049,-521,9921,-727,3122,-323,4
-3305,-893,9133,-408,3400,-254,4
-3540,-916,8012,-111,3627,-202,4
-3799,-425,6812,103,3747,-152,4
-3986,266,6153,213,3711,-127,4
-4400,524,5831,225,3596,-144,4
-4584,546,5816,212,3516,-208,4
-4936,546,5356,136,3478,-274,4
-4936,470,5356,136,3478,-274,4
-4978,116,4187,-3,3411,-304,4
-5139,-439,2410,-142,3236,-271,4
-5523,-731,465,-211,2927,-169,4
-6058,-527,-1058,-186,2474,-43,4
-6352,-107,-1594,-72,1917,35,4
-6488,430,-1222,129,1407,44,4
-6419,820,-853,345,1028,-17,4
-6531,758,-855,514,704,-105,4
-6513,765,-880,602,365,-169,4
-6513,765,-880,602,365,-169,4
-6827,692,-1097,584,8,-243,4
-6942,508,-2049,407,-506,-302,4
-6204,-156,-4259,222,-1231,-308,4
-6364,-107,-6959,171,-2133,-237,4
-6227,334,-9570,166,-3465,-192,4
-3860,296,-9836,124,-5288,-205,4
-457,-775,-6994,-59,-7450,-163,4
3308,-2944,-1225,-376,-9437,56,4
4931,-4223,5947,-552,-10788,492,4
4931,-4223,5947,-552,-10788,492,4
7769,-5531,20055,-285,-10954,943,4
6099,-2350,-32585,-246,-8982,1402,4
1533,2894,-28325,-395,-5613,1587,4
-2073,6918,30849,-869,-2349,1015,4
-1957,3594,19274,-1241,-512,73,4
33,-1482,12455,-885,-147,-459,4
-550,-4528,12568,98,-438,-419,4
-1280,-4272,15580,1208,-471,-171,4
-1359,-1801,16907,1872,-125,7,4
-1359,-1801,16907,1872,-125,7,4
-6577,-119,1797,-288,2245,194,4
-6945,-142,857,3,2105,178,4
-7013,-296,169,316,1915,149,4
-7013,-296,169,316,1915,149,4
-6930,-531,-154,558,1692,136,4
-6894,-527,-557,668,1440,164,4
-6981,-101,-748,642,1119,208,4
-7146,345,-873,504,742,214,4
-7289,691,-1037,322,348,158,4
-7408,796,-1467,119,-61,59,4
-7590,479,-2266,-102,-560,-42,4
-7573,46,-2624,-288,-1191,-119,4
-7479,23,-2928,-424,-1891,-191,4
-7479,23,-2928,-424,-1891,-191,4
-6848,-714,-4681,-450,-2601,-274,4
-6790,-561,-7334,-216,-3399,-301,4
-5373,-381,-8228,101,-4585,-313,4
-3007,-340,-7721,425,-5956,-268,4
-242,-111,-5784,719,-7411,-182,4
1916,-446,-1483,875,-8795,-54,4
4948,-1158,2924,800,-9845,282,4
5893,-2821,11102,711,-10379,744,4
5374,-1793,23277,756,-9814,1159,4
5374,-1793,23277,756,-9814,1159,4
3135,3269,-29999,466,-7662,1376,4
-1003,6147,-30232,-374,-4492,1058,4
-1768,5235,27372,-1161,-1900,250,4
-244,592,17789,-1371,-535,-339,4
-128,-3348,14110,-867,-340,-406,4
-1060,-4295,16173,59,-602,-212,4
-959,-3247,18861,902,-530,-23,4
-1328,-1371,19658,1264,41,127,4
-2269,105,18602,1197,681,235,4
-2269,105,18602,1197,681,235,4
-2739,784,17962,860,1202,257,4
-2583,1091,17643,456,1700,254,4
-2719,1570,16494,75,2219,211,4
-3117,1767,14370,-202,2629,102,4
-3248,2056,12555,-386,2855,-65,4
-3166,1938,11925,-521,2937,-235,4
-3034,1240,11560,-630,2965,-346,4
-2890,514,10987,-622,3014,-372,4
-3384,-597,8096,-222,3409,-161,4
-3719,-379,7031,-249,3472,-72,4
-3866,-122,6446,-317,3454,-17,4
-4113,291,6425,-394,3420,5,4
-4334,174,6227,-456,3455,-1,4
-4731,59,5073,-469,3558,-34,4
-5268,-19,3426,-449,3560,-75,4
-5268,-19,3426,-449,3560,-113,4
-5429,-169,2065,-383,3390,-113,4
-5605,-468,617,-274,3098,-111,4
-5632,-653,23,-114,2722,-66,4
-5916,-501,-349,36,2313,10,4
-6204,-113,-922,149,1865,97,4
-6472,234,-1042,247,1364,151,4
-6679,463,-911,338,897,153,4
-6812,605,-720,425,499,101,4
-6855,677,-532,429,118,25,4
-6855,677,-532,298,-298,-48,4
-6856,636,-920,298,-298,-48,4
-7112,370,-2044,97,-795,-109,4
-6417,-195,-4234,-20,-1403,-141,4
-6032,-185,-7534,121,-2154,-106,4
-6134,125,-9652,414,-3269,-112,4
-4603,601,-8885,701,-4916,-185,4
-1140,118,-5815,752,-6916,-247,4
1940,-835,-1798,587,-8797,-138,4
4783,-1494,5322,457,-10292,185,4
4783,-1494,5322,560,-10799,598,4
6879,-3024,17686,560,-10799,598,4
5381,-963,32240,658,-9235,986,4
1276,2249,-26976,431,-5905,1096,4
